year,month,day,statefips,death_count,new_death_count,death_rate,new_death_rate
2020,1,22,23,0,0,0,.
2020,1,22,24,0,0,0,.
2020,1,22,25,0,0,0,.
2020,1,22,26,0,0,0,.
2020,1,22,27,0,0,0,.
2020,1,22,28,0,0,0,.
2020,1,22,29,0,0,0,.
2020,1,22,30,0,0,0,.
2020,1,22,31,0,0,0,.
2020,1,22,32,0,0,0,.
2020,1,22,33,0,0,0,.
2020,1,22,34,0,0,0,.
2020,1,22,35,0,0,0,.
2020,1,22,36,0,0,0,.
2020,1,22,37,0,0,0,.
2020,1,22,38,0,0,0,.
2020,1,22,39,0,0,0,.
2020,1,22,40,0,0,0,.
2020,1,22,41,0,0,0,.
2020,1,22,42,0,0,0,.
2020,1,22,44,0,0,0,.
2020,1,22,45,0,0,0,.
2020,1,22,46,0,0,0,.
2020,1,22,47,0,0,0,.
2020,1,22,48,0,0,0,.
2020,1,22,49,0,0,0,.
2020,1,22,50,0,0,0,.
2020,1,22,51,0,0,0,.
2020,1,22,53,0,0,0,.
2020,1,22,54,0,0,0,.
2020,1,22,55,0,0,0,.
2020,1,22,56,0,0,0,.
2020,1,23,1,0,0,0,.
2020,1,23,2,0,0,0,.
2020,1,23,4,0,0,0,.
2020,1,23,5,0,0,0,.
2020,1,23,6,0,0,0,.
2020,1,23,8,0,0,0,.
2020,1,23,9,0,0,0,.
2020,1,23,10,0,0,0,.
2020,1,23,11,0,0,0,.
2020,1,23,12,0,0,0,.
2020,1,23,13,0,0,0,.
2020,1,23,15,0,0,0,.
2020,1,23,16,0,0,0,.
2020,1,23,17,0,0,0,.
2020,1,23,18,0,0,0,.
2020,1,23,19,0,0,0,.
2020,1,23,20,0,0,0,.
2020,1,23,21,0,0,0,.
2020,1,23,22,0,0,0,.
2020,1,23,23,0,0,0,.
2020,1,23,24,0,0,0,.
2020,1,23,25,0,0,0,.
2020,1,23,26,0,0,0,.
2020,1,23,27,0,0,0,.
2020,1,23,28,0,0,0,.
2020,1,23,29,0,0,0,.
2020,1,23,30,0,0,0,.
2020,1,23,31,0,0,0,.
2020,1,23,32,0,0,0,.
2020,1,23,33,0,0,0,.
2020,1,23,34,0,0,0,.
2020,1,23,35,0,0,0,.
2020,1,23,36,0,0,0,.
2020,1,23,37,0,0,0,.
2020,1,23,38,0,0,0,.
2020,1,23,39,0,0,0,.
2020,1,23,40,0,0,0,.
2020,1,23,41,0,0,0,.
2020,1,23,42,0,0,0,.
2020,1,23,44,0,0,0,.
2020,1,23,45,0,0,0,.
2020,1,23,46,0,0,0,.
2020,1,23,47,0,0,0,.
2020,1,23,48,0,0,0,.
2020,1,23,49,0,0,0,.
2020,1,23,50,0,0,0,.
2020,1,23,51,0,0,0,.
2020,1,23,53,0,0,0,.
2020,1,23,54,0,0,0,.
2020,1,23,55,0,0,0,.
2020,1,23,56,0,0,0,.
2020,1,24,1,0,0,0,.
2020,1,24,2,0,0,0,.
2020,1,24,4,0,0,0,.
2020,1,24,5,0,0,0,.
2020,1,24,6,0,0,0,.
2020,1,24,8,0,0,0,.
2020,1,24,9,0,0,0,.
2020,1,24,10,0,0,0,.
2020,1,24,11,0,0,0,.
2020,1,24,12,0,0,0,.
2020,1,24,13,0,0,0,.
2020,1,24,15,0,0,0,.
2020,1,24,16,0,0,0,.
2020,1,24,17,0,0,0,.
2020,1,24,18,0,0,0,.
2020,1,24,19,0,0,0,.
2020,1,24,20,0,0,0,.
2020,1,24,21,0,0,0,.
2020,1,24,22,0,0,0,.
2020,1,24,23,0,0,0,.
2020,1,24,24,0,0,0,.
2020,1,24,25,0,0,0,.
2020,1,24,26,0,0,0,.
2020,1,24,27,0,0,0,.
2020,1,24,28,0,0,0,.
2020,1,24,29,0,0,0,.
2020,1,24,30,0,0,0,.
2020,1,24,31,0,0,0,.
2020,1,24,32,0,0,0,.
2020,1,24,33,0,0,0,.
2020,1,24,34,0,0,0,.
2020,1,24,35,0,0,0,.
2020,1,24,36,0,0,0,.
2020,1,24,37,0,0,0,.
2020,1,24,38,0,0,0,.
2020,1,24,39,0,0,0,.
2020,1,24,40,0,0,0,.
2020,1,24,41,0,0,0,.
2020,1,24,42,0,0,0,.
2020,1,24,44,0,0,0,.
2020,1,24,45,0,0,0,.
2020,1,24,46,0,0,0,.
2020,1,24,47,0,0,0,.
2020,1,24,48,0,0,0,.
2020,1,24,49,0,0,0,.
2020,1,24,50,0,0,0,.
2020,1,24,51,0,0,0,.
2020,1,24,53,0,0,0,.
2020,1,24,54,0,0,0,.
2020,1,24,55,0,0,0,.
2020,1,24,56,0,0,0,.
2020,1,25,1,0,0,0,.
2020,1,25,2,0,0,0,.
2020,1,25,4,0,0,0,.
2020,1,25,5,0,0,0,.
2020,1,25,6,0,0,0,.
2020,1,25,8,0,0,0,.
2020,1,25,9,0,0,0,.
2020,1,25,10,0,0,0,.
2020,1,25,11,0,0,0,.
2020,1,25,12,0,0,0,.
2020,1,25,13,0,0,0,.
2020,1,25,15,0,0,0,.
2020,1,25,16,0,0,0,.
2020,1,25,17,0,0,0,.
2020,1,25,18,0,0,0,.
2020,1,25,19,0,0,0,.
2020,1,25,20,0,0,0,.
2020,1,25,21,0,0,0,.
2020,1,25,22,0,0,0,.
2020,1,25,23,0,0,0,.
2020,1,25,24,0,0,0,.
2020,1,25,25,0,0,0,.
2020,1,25,26,0,0,0,.
2020,1,25,27,0,0,0,.
2020,1,25,28,0,0,0,.
2020,1,25,29,0,0,0,.
2020,1,25,30,0,0,0,.
2020,1,25,31,0,0,0,.
2020,1,25,32,0,0,0,.
2020,1,25,33,0,0,0,.
2020,1,25,34,0,0,0,.
2020,1,25,35,0,0,0,.
2020,1,25,36,0,0,0,.
2020,1,25,37,0,0,0,.
2020,1,25,38,0,0,0,.
2020,1,25,39,0,0,0,.
2020,1,25,40,0,0,0,.
2020,1,25,41,0,0,0,.
2020,1,25,42,0,0,0,.
2020,1,25,44,0,0,0,.
2020,1,25,45,0,0,0,.
2020,1,25,46,0,0,0,.
2020,1,25,47,0,0,0,.
2020,1,25,48,0,0,0,.
2020,1,25,49,0,0,0,.
2020,1,25,50,0,0,0,.
2020,1,25,51,0,0,0,.
2020,1,25,53,0,0,0,.
2020,1,25,54,0,0,0,.
2020,1,25,55,0,0,0,.
2020,1,25,56,0,0,0,.
2020,1,26,1,0,0,0,.
2020,1,26,2,0,0,0,.
2020,1,26,4,0,0,0,.
2020,1,26,5,0,0,0,.
2020,1,26,6,0,0,0,.
2020,1,26,8,0,0,0,.
2020,1,26,9,0,0,0,.
2020,1,26,10,0,0,0,.
2020,1,26,11,0,0,0,.
2020,1,26,12,0,0,0,.
2020,1,26,13,0,0,0,.
2020,1,26,15,0,0,0,.
2020,1,26,16,0,0,0,.
2020,1,26,17,0,0,0,.
2020,1,26,18,0,0,0,.
2020,1,26,19,0,0,0,.
2020,1,26,20,0,0,0,.
2020,1,26,21,0,0,0,.
2020,1,26,22,0,0,0,.
2020,1,26,23,0,0,0,.
2020,1,26,24,0,0,0,.
2020,1,26,25,0,0,0,.
2020,1,26,26,0,0,0,.
2020,1,26,27,0,0,0,.
2020,1,26,28,0,0,0,.
2020,1,26,29,0,0,0,.
2020,1,26,30,0,0,0,.
2020,1,26,31,0,0,0,.
2020,1,26,32,0,0,0,.
2020,1,26,33,0,0,0,.
2020,1,26,34,0,0,0,.
2020,1,26,35,0,0,0,.
2020,1,26,36,0,0,0,.
2020,1,26,37,0,0,0,.
2020,1,26,38,0,0,0,.
2020,1,26,39,0,0,0,.
2020,1,26,40,0,0,0,.
2020,1,26,41,0,0,0,.
2020,1,26,42,0,0,0,.
2020,1,26,44,0,0,0,.
2020,1,26,45,0,0,0,.
2020,1,26,46,0,0,0,.
2020,1,26,47,0,0,0,.
2020,1,26,48,0,0,0,.
2020,1,26,49,0,0,0,.
2020,1,26,50,0,0,0,.
2020,1,26,51,0,0,0,.
2020,1,26,53,0,0,0,.
2020,1,26,54,0,0,0,.
2020,1,26,55,0,0,0,.
2020,1,26,56,0,0,0,.
2020,1,27,1,0,0,0,0
2020,1,27,2,0,0,0,0
2020,1,27,4,0,0,0,0
2020,1,27,5,0,0,0,0
2020,1,27,6,0,0,0,0
2020,1,27,8,0,0,0,0
2020,1,27,9,0,0,0,0
2020,1,27,10,0,0,0,0
2020,1,27,11,0,0,0,0
2020,1,27,12,0,0,0,0
2020,1,27,13,0,0,0,0
2020,1,27,15,0,0,0,0
2020,1,27,16,0,0,0,0
2020,1,27,17,0,0,0,0
2020,1,27,18,0,0,0,0
2020,1,27,19,0,0,0,0
2020,1,27,20,0,0,0,0
2020,1,27,21,0,0,0,0
2020,1,27,22,0,0,0,0
2020,1,27,23,0,0,0,0
2020,1,27,24,0,0,0,0
2020,1,27,25,0,0,0,0
2020,1,27,26,0,0,0,0
2020,1,27,27,0,0,0,0
2020,1,27,28,0,0,0,0
2020,1,27,29,0,0,0,0
2020,1,27,30,0,0,0,0
2020,1,27,31,0,0,0,0
2020,1,27,32,0,0,0,0
2020,1,27,33,0,0,0,0
2020,1,27,34,0,0,0,0
2020,1,27,35,0,0,0,0
2020,1,27,36,0,0,0,0
2020,1,27,37,0,0,0,0
2020,1,27,38,0,0,0,0
2020,1,27,39,0,0,0,0
2020,1,27,40,0,0,0,0
2020,1,27,41,0,0,0,0
2020,1,27,42,0,0,0,0
2020,1,27,44,0,0,0,0
2020,1,27,45,0,0,0,0
2020,1,27,46,0,0,0,0
2020,1,27,47,0,0,0,0
2020,1,27,48,0,0,0,0
2020,1,27,49,0,0,0,0
2020,1,27,50,0,0,0,0
2020,1,27,51,0,0,0,0
2020,1,27,53,0,0,0,0
2020,1,27,54,0,0,0,0
2020,1,27,55,0,0,0,0
2020,1,27,56,0,0,0,0
2020,1,28,1,0,0,0,0
2020,1,28,2,0,0,0,0
2020,1,28,4,0,0,0,0
2020,1,28,5,0,0,0,0
2020,1,28,6,0,0,0,0
2020,1,28,8,0,0,0,0
2020,1,28,9,0,0,0,0
2020,1,28,10,0,0,0,0
2020,1,28,11,0,0,0,0
2020,1,28,12,0,0,0,0
2020,1,28,13,0,0,0,0
2020,1,28,15,0,0,0,0
2020,1,28,16,0,0,0,0
2020,1,28,17,0,0,0,0
2020,1,28,18,0,0,0,0
2020,1,28,19,0,0,0,0
2020,1,28,20,0,0,0,0
2020,1,28,21,0,0,0,0
2020,1,28,22,0,0,0,0
2020,1,28,23,0,0,0,0
2020,1,28,24,0,0,0,0
2020,1,28,25,0,0,0,0
2020,1,28,26,0,0,0,0
2020,1,28,27,0,0,0,0
2020,1,28,28,0,0,0,0
2020,1,28,29,0,0,0,0
2020,1,28,30,0,0,0,0
2020,1,28,31,0,0,0,0
2020,1,28,32,0,0,0,0
2020,1,28,33,0,0,0,0
2020,1,28,34,0,0,0,0
2020,1,28,35,0,0,0,0
2020,1,28,36,0,0,0,0
2020,1,28,37,0,0,0,0
2020,1,28,38,0,0,0,0
2020,1,28,39,0,0,0,0
2020,1,28,40,0,0,0,0
2020,1,28,41,0,0,0,0
2020,1,28,42,0,0,0,0
2020,1,28,44,0,0,0,0
2020,1,28,45,0,0,0,0
2020,1,28,46,0,0,0,0
2020,1,28,47,0,0,0,0
2020,1,28,48,0,0,0,0
2020,1,28,49,0,0,0,0
2020,1,28,50,0,0,0,0
2020,1,28,51,0,0,0,0
2020,1,28,53,0,0,0,0
2020,1,28,54,0,0,0,0
2020,1,28,55,0,0,0,0
2020,1,28,56,0,0,0,0
2020,1,29,1,0,0,0,0
2020,1,29,2,0,0,0,0
2020,1,29,4,0,0,0,0
2020,1,29,5,0,0,0,0
2020,1,29,6,0,0,0,0
2020,1,29,8,0,0,0,0
2020,1,29,9,0,0,0,0
2020,1,29,10,0,0,0,0
2020,1,29,11,0,0,0,0
2020,1,29,12,0,0,0,0
2020,1,29,13,0,0,0,0
2020,1,29,15,0,0,0,0
2020,1,29,16,0,0,0,0
2020,1,29,17,0,0,0,0
2020,1,29,18,0,0,0,0
2020,1,29,19,0,0,0,0
2020,1,29,20,0,0,0,0
2020,1,29,21,0,0,0,0
2020,1,29,22,0,0,0,0
2020,1,29,23,0,0,0,0
2020,1,29,24,0,0,0,0
2020,1,29,25,0,0,0,0
2020,1,29,26,0,0,0,0
2020,1,29,27,0,0,0,0
2020,1,29,28,0,0,0,0
2020,1,29,29,0,0,0,0
2020,1,29,30,0,0,0,0
2020,1,29,31,0,0,0,0
2020,1,29,32,0,0,0,0
2020,1,29,33,0,0,0,0
2020,1,29,34,0,0,0,0
2020,1,29,35,0,0,0,0
2020,1,29,36,0,0,0,0
2020,1,29,37,0,0,0,0
2020,1,29,38,0,0,0,0
2020,1,29,39,0,0,0,0
2020,1,29,40,0,0,0,0
2020,1,29,41,0,0,0,0
2020,1,29,42,0,0,0,0
2020,1,29,44,0,0,0,0
2020,1,29,45,0,0,0,0
2020,1,29,46,0,0,0,0
2020,1,29,47,0,0,0,0
2020,1,29,48,0,0,0,0
2020,1,29,49,0,0,0,0
2020,1,29,50,0,0,0,0
2020,1,29,51,0,0,0,0
2020,1,29,53,0,0,0,0
2020,1,29,54,0,0,0,0
2020,1,29,55,0,0,0,0
2020,1,29,56,0,0,0,0
2020,1,30,1,0,0,0,0
2020,1,30,2,0,0,0,0
2020,1,30,4,0,0,0,0
2020,1,30,5,0,0,0,0
2020,1,30,6,0,0,0,0
2020,1,30,8,0,0,0,0
2020,1,30,9,0,0,0,0
2020,1,30,10,0,0,0,0
2020,1,30,11,0,0,0,0
2020,1,30,12,0,0,0,0
2020,1,30,13,0,0,0,0
2020,1,30,15,0,0,0,0
2020,1,30,16,0,0,0,0
2020,1,30,17,0,0,0,0
2020,1,30,18,0,0,0,0
2020,1,30,19,0,0,0,0
2020,1,30,20,0,0,0,0
2020,1,30,21,0,0,0,0
2020,1,30,22,0,0,0,0
2020,1,30,23,0,0,0,0
2020,1,30,24,0,0,0,0
2020,1,30,25,0,0,0,0
2020,1,30,26,0,0,0,0
2020,1,30,27,0,0,0,0
2020,1,30,28,0,0,0,0
2020,1,30,29,0,0,0,0
2020,1,30,30,0,0,0,0
2020,1,30,31,0,0,0,0
2020,1,30,32,0,0,0,0
2020,1,30,33,0,0,0,0
2020,1,30,34,0,0,0,0
2020,1,30,35,0,0,0,0
2020,1,30,36,0,0,0,0
2020,1,30,37,0,0,0,0
2020,1,30,38,0,0,0,0
2020,1,30,39,0,0,0,0
2020,1,30,40,0,0,0,0
2020,1,30,41,0,0,0,0
2020,1,30,42,0,0,0,0
2020,1,30,44,0,0,0,0
2020,1,30,45,0,0,0,0
2020,1,30,46,0,0,0,0
2020,1,30,47,0,0,0,0
2020,1,30,48,0,0,0,0
2020,1,30,49,0,0,0,0
2020,1,30,50,0,0,0,0
2020,1,30,51,0,0,0,0
2020,1,30,53,0,0,0,0
2020,1,30,54,0,0,0,0
2020,1,30,55,0,0,0,0
2020,1,30,56,0,0,0,0
2020,1,31,1,0,0,0,0
2020,1,31,2,0,0,0,0
2020,1,31,4,0,0,0,0
2020,1,31,5,0,0,0,0
2020,1,31,6,0,0,0,0
2020,1,31,8,0,0,0,0
2020,1,31,9,0,0,0,0
2020,1,31,10,0,0,0,0
2020,1,31,11,0,0,0,0
2020,1,31,12,0,0,0,0
2020,1,31,13,0,0,0,0
2020,1,31,15,0,0,0,0
2020,1,31,16,0,0,0,0
2020,1,31,17,0,0,0,0
2020,1,31,18,0,0,0,0
2020,1,31,19,0,0,0,0
2020,1,31,20,0,0,0,0
2020,1,31,21,0,0,0,0
2020,1,31,22,0,0,0,0
2020,1,31,23,0,0,0,0
2020,1,31,24,0,0,0,0
2020,1,31,25,0,0,0,0
2020,1,31,26,0,0,0,0
2020,1,31,27,0,0,0,0
2020,1,31,28,0,0,0,0
2020,1,31,29,0,0,0,0
2020,1,31,30,0,0,0,0
2020,1,31,31,0,0,0,0
2020,1,31,32,0,0,0,0
2020,1,31,33,0,0,0,0
2020,1,31,34,0,0,0,0
2020,1,31,35,0,0,0,0
2020,1,31,36,0,0,0,0
2020,1,31,37,0,0,0,0
2020,1,31,38,0,0,0,0
2020,1,31,39,0,0,0,0
2020,1,31,40,0,0,0,0
2020,1,31,41,0,0,0,0
2020,1,31,42,0,0,0,0
2020,1,31,44,0,0,0,0
2020,1,31,45,0,0,0,0
2020,1,31,46,0,0,0,0
2020,1,31,47,0,0,0,0
2020,1,31,48,0,0,0,0
2020,1,31,49,0,0,0,0
2020,1,31,50,0,0,0,0
2020,1,31,51,0,0,0,0
2020,1,31,53,0,0,0,0
2020,1,31,54,0,0,0,0
2020,1,31,55,0,0,0,0
2020,1,31,56,0,0,0,0
2020,2,1,1,0,0,0,0
2020,2,1,2,0,0,0,0
2020,2,1,4,0,0,0,0
2020,2,1,5,0,0,0,0
2020,2,1,6,0,0,0,0
2020,2,1,8,0,0,0,0
2020,2,1,9,0,0,0,0
2020,2,1,10,0,0,0,0
2020,2,1,11,0,0,0,0
2020,2,1,12,0,0,0,0
2020,2,1,13,0,0,0,0
2020,2,1,15,0,0,0,0
2020,2,1,16,0,0,0,0
2020,2,1,17,0,0,0,0
2020,2,1,18,0,0,0,0
2020,2,1,19,0,0,0,0
2020,2,1,20,0,0,0,0
2020,2,1,21,0,0,0,0
2020,2,1,22,0,0,0,0
2020,2,1,23,0,0,0,0
2020,2,1,24,0,0,0,0
2020,2,1,25,0,0,0,0
2020,2,1,26,0,0,0,0
2020,2,1,27,0,0,0,0
2020,2,1,28,0,0,0,0
2020,2,1,29,0,0,0,0
2020,2,1,30,0,0,0,0
2020,2,1,31,0,0,0,0
2020,2,1,32,0,0,0,0
2020,2,1,33,0,0,0,0
2020,2,1,34,0,0,0,0
2020,2,1,35,0,0,0,0
2020,2,1,36,0,0,0,0
2020,2,1,37,0,0,0,0
2020,2,1,38,0,0,0,0
2020,2,1,39,0,0,0,0
2020,2,1,40,0,0,0,0
2020,2,1,41,0,0,0,0
2020,2,1,42,0,0,0,0
2020,2,1,44,0,0,0,0
2020,2,1,45,0,0,0,0
2020,2,1,46,0,0,0,0
2020,2,1,47,0,0,0,0
2020,2,1,48,0,0,0,0
2020,2,1,49,0,0,0,0
2020,2,1,50,0,0,0,0
2020,2,1,51,0,0,0,0
2020,2,1,53,0,0,0,0
2020,2,1,54,0,0,0,0
2020,2,1,55,0,0,0,0
2020,2,1,56,0,0,0,0
2020,2,2,1,0,0,0,0
2020,2,2,2,0,0,0,0
2020,2,2,4,0,0,0,0
2020,2,2,5,0,0,0,0
2020,2,2,6,0,0,0,0
2020,2,2,8,0,0,0,0
2020,2,2,9,0,0,0,0
2020,2,2,10,0,0,0,0
2020,2,2,11,0,0,0,0
2020,2,2,12,0,0,0,0
2020,2,2,13,0,0,0,0
2020,2,2,15,0,0,0,0
2020,2,2,16,0,0,0,0
2020,2,2,17,0,0,0,0
2020,2,2,18,0,0,0,0
2020,2,2,19,0,0,0,0
2020,2,2,20,0,0,0,0
2020,2,2,21,0,0,0,0
2020,2,2,22,0,0,0,0
2020,2,2,23,0,0,0,0
2020,2,2,24,0,0,0,0
2020,2,2,25,0,0,0,0
2020,2,2,26,0,0,0,0
2020,2,2,27,0,0,0,0
2020,2,2,28,0,0,0,0
2020,2,2,29,0,0,0,0
2020,2,2,30,0,0,0,0
2020,2,2,31,0,0,0,0
2020,2,2,32,0,0,0,0
2020,2,2,33,0,0,0,0
2020,2,2,34,0,0,0,0
2020,2,2,35,0,0,0,0
2020,2,2,36,0,0,0,0
2020,2,2,37,0,0,0,0
2020,2,2,38,0,0,0,0
2020,2,2,39,0,0,0,0
2020,2,2,40,0,0,0,0
2020,2,2,41,0,0,0,0
2020,2,2,42,0,0,0,0
2020,2,2,44,0,0,0,0
2020,2,2,45,0,0,0,0
2020,2,2,46,0,0,0,0
2020,2,2,47,0,0,0,0
2020,2,2,48,0,0,0,0
2020,2,2,49,0,0,0,0
2020,2,2,50,0,0,0,0
2020,2,2,51,0,0,0,0
2020,2,2,53,0,0,0,0
2020,2,2,54,0,0,0,0
2020,2,2,55,0,0,0,0
2020,2,2,56,0,0,0,0
2020,2,3,1,0,0,0,0
2020,2,3,2,0,0,0,0
2020,2,3,4,0,0,0,0
2020,2,3,5,0,0,0,0
2020,2,3,6,0,0,0,0
2020,2,3,8,0,0,0,0
2020,2,3,9,0,0,0,0
2020,2,3,10,0,0,0,0
2020,2,3,11,0,0,0,0
2020,2,3,12,0,0,0,0
2020,2,3,13,0,0,0,0
2020,2,3,15,0,0,0,0
2020,2,3,16,0,0,0,0
2020,2,3,17,0,0,0,0
2020,2,3,18,0,0,0,0
2020,2,3,19,0,0,0,0
2020,2,3,20,0,0,0,0
2020,2,3,21,0,0,0,0
2020,2,3,22,0,0,0,0
2020,2,3,23,0,0,0,0
2020,2,3,24,0,0,0,0
2020,2,3,25,0,0,0,0
2020,2,3,26,0,0,0,0
2020,2,3,27,0,0,0,0
2020,2,3,28,0,0,0,0
2020,2,3,29,0,0,0,0
2020,2,3,30,0,0,0,0
2020,2,3,31,0,0,0,0
2020,2,3,32,0,0,0,0
2020,2,3,33,0,0,0,0
2020,2,3,34,0,0,0,0
2020,2,3,35,0,0,0,0
2020,2,3,36,0,0,0,0
2020,2,3,37,0,0,0,0
2020,2,3,38,0,0,0,0
2020,2,3,39,0,0,0,0
2020,2,3,40,0,0,0,0
2020,2,3,41,0,0,0,0
2020,2,3,42,0,0,0,0
2020,2,3,44,0,0,0,0
2020,2,3,45,0,0,0,0
2020,2,3,46,0,0,0,0
2020,2,3,47,0,0,0,0
2020,2,3,48,0,0,0,0
2020,2,3,49,0,0,0,0
2020,2,3,50,0,0,0,0
2020,2,3,51,0,0,0,0
2020,2,3,53,0,0,0,0
2020,2,3,54,0,0,0,0
2020,2,3,55,0,0,0,0
2020,2,3,56,0,0,0,0
2020,2,4,1,0,0,0,0
2020,2,4,2,0,0,0,0
2020,2,4,4,0,0,0,0
2020,2,4,5,0,0,0,0
2020,2,4,6,0,0,0,0
2020,2,4,8,0,0,0,0
2020,2,4,9,0,0,0,0
2020,2,4,10,0,0,0,0
2020,2,4,11,0,0,0,0
2020,2,4,12,0,0,0,0
2020,2,4,13,0,0,0,0
2020,2,4,15,0,0,0,0
2020,2,4,16,0,0,0,0
2020,2,4,17,0,0,0,0
2020,2,4,18,0,0,0,0
2020,2,4,19,0,0,0,0
2020,2,4,20,0,0,0,0
2020,2,4,21,0,0,0,0
2020,2,4,22,0,0,0,0
2020,2,4,23,0,0,0,0
2020,2,4,24,0,0,0,0
2020,2,4,25,0,0,0,0
2020,2,4,26,0,0,0,0
2020,2,4,27,0,0,0,0
2020,2,4,28,0,0,0,0
2020,2,4,29,0,0,0,0
2020,2,4,30,0,0,0,0
2020,2,4,31,0,0,0,0
2020,2,4,32,0,0,0,0
2020,2,4,33,0,0,0,0
2020,2,4,34,0,0,0,0
2020,2,4,35,0,0,0,0
2020,2,4,36,0,0,0,0
2020,2,4,37,0,0,0,0
2020,2,4,38,0,0,0,0
2020,2,4,39,0,0,0,0
2020,2,4,40,0,0,0,0
2020,2,4,41,0,0,0,0
2020,2,4,42,0,0,0,0
2020,2,4,44,0,0,0,0
2020,2,4,45,0,0,0,0
2020,2,4,46,0,0,0,0
2020,2,4,47,0,0,0,0
2020,2,4,48,0,0,0,0
2020,2,4,49,0,0,0,0
2020,2,4,50,0,0,0,0
2020,2,4,51,0,0,0,0
2020,2,4,53,0,0,0,0
2020,2,4,54,0,0,0,0
2020,2,4,55,0,0,0,0
2020,2,4,56,0,0,0,0
2020,2,5,1,0,0,0,0
2020,2,5,2,0,0,0,0
2020,2,5,4,0,0,0,0
2020,2,5,5,0,0,0,0
2020,2,5,6,0,0,0,0
2020,2,5,8,0,0,0,0
2020,2,5,9,0,0,0,0
2020,2,5,10,0,0,0,0
2020,2,5,11,0,0,0,0
2020,2,5,12,0,0,0,0
2020,2,5,13,0,0,0,0
2020,2,5,15,0,0,0,0
2020,2,5,16,0,0,0,0
2020,2,5,17,0,0,0,0
2020,2,5,18,0,0,0,0
2020,2,5,19,0,0,0,0
2020,2,5,20,0,0,0,0
2020,2,5,21,0,0,0,0
2020,2,5,22,0,0,0,0
2020,2,5,23,0,0,0,0
2020,2,5,24,0,0,0,0
2020,2,5,25,0,0,0,0
2020,2,5,26,0,0,0,0
2020,2,5,27,0,0,0,0
2020,2,5,28,0,0,0,0
2020,2,5,29,0,0,0,0
2020,2,5,30,0,0,0,0
2020,2,5,31,0,0,0,0
2020,2,5,32,0,0,0,0
2020,2,5,33,0,0,0,0
2020,2,5,34,0,0,0,0
2020,2,5,35,0,0,0,0
2020,2,5,36,0,0,0,0
2020,2,5,37,0,0,0,0
2020,2,5,38,0,0,0,0
2020,2,5,39,0,0,0,0
2020,2,5,40,0,0,0,0
2020,2,5,41,0,0,0,0
2020,2,5,42,0,0,0,0
2020,2,5,44,0,0,0,0
2020,2,5,45,0,0,0,0
2020,2,5,46,0,0,0,0
2020,2,5,47,0,0,0,0
2020,2,5,48,0,0,0,0
2020,2,5,49,0,0,0,0
2020,2,5,50,0,0,0,0
2020,2,5,51,0,0,0,0
2020,2,5,53,0,0,0,0
2020,2,5,54,0,0,0,0
2020,2,5,55,0,0,0,0
2020,2,5,56,0,0,0,0
2020,2,6,1,0,0,0,0
2020,2,6,2,0,0,0,0
2020,2,6,4,0,0,0,0
