year,month,day,revenue_all,revenue_inchigh,revenue_inclow,revenue_incmiddle,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70,revenue_food_accommodation,revenue_retail,merchants_all,merchants_inchigh,merchants_inclow,merchants_incmiddle,merchants_ss40,merchants_ss60,merchants_ss65,merchants_ss70,merchants_food_accommodation,merchants_retail
2021,2,18,-.391,-.434,-.353,-.38,-.335,-.194,-.334,-.639,-.647,-.361,-.376,-.391,-.36,-.376,-.325,-.268,-.346,-.541,-.542,-.354
2021,2,19,-.406,-.452,-.371,-.392,-.352,-.235,-.364,-.636,-.643,-.378,-.388,-.405,-.373,-.387,-.334,-.29,-.367,-.543,-.544,-.361
2021,2,20,-.397,-.441,-.366,-.382,-.342,-.227,-.352,-.631,-.638,-.367,-.381,-.395,-.369,-.38,-.329,-.281,-.357,-.539,-.541,-.357
2021,2,21,-.389,-.435,-.356,-.374,-.325,-.234,-.355,-.623,-.63,-.352,-.379,-.394,-.367,-.378,-.33,-.283,-.356,-.536,-.539,-.358
2021,2,22,-.382,-.427,-.352,-.367,-.328,-.217,-.333,-.617,-.622,-.355,-.378,-.392,-.366,-.377,-.331,-.278,-.355,-.534,-.537,-.359
2021,2,23,-.357,-.409,-.319,-.342,-.298,-.193,-.297,-.607,-.614,-.325,-.358,-.379,-.339,-.357,-.312,-.255,-.33,-.522,-.526,-.341
2021,2,24,-.337,-.395,-.292,-.321,-.277,-.171,-.278,-.597,-.604,-.304,-.345,-.37,-.321,-.345,-.298,-.241,-.317,-.515,-.519,-.327
2021,2,25,-.315,-.369,-.27,-.301,-.245,-.149,-.256,-.588,-.597,-.273,-.328,-.351,-.302,-.329,-.281,-.224,-.295,-.506,-.511,-.311
2021,2,26,-.301,-.355,-.258,-.287,-.234,-.137,-.242,-.58,-.59,-.262,-.32,-.344,-.293,-.322,-.275,-.216,-.286,-.502,-.508,-.305
2021,2,27,-.318,-.364,-.288,-.304,-.25,-.167,-.26,-.576,-.587,-.278,-.324,-.351,-.295,-.325,-.279,-.224,-.296,-.502,-.507,-.307
2021,2,28,-.331,-.369,-.308,-.318,-.265,-.187,-.273,-.575,-.587,-.298,-.324,-.351,-.296,-.326,-.279,-.227,-.296,-.501,-.506,-.308
2021,3,1,-.335,-.368,-.321,-.32,-.266,-.176,-.289,-.568,-.585,-.304,-.323,-.349,-.296,-.324,-.279,-.223,-.297,-.5,-.506,-.308
2021,3,2,-.331,-.357,-.322,-.318,-.259,-.161,-.29,-.568,-.585,-.312,-.323,-.348,-.296,-.324,-.278,-.22,-.296,-.499,-.506,-.308
2021,3,3,-.324,-.354,-.31,-.313,-.261,-.15,-.286,-.565,-.584,-.313,-.321,-.349,-.293,-.322,-.279,-.216,-.296,-.498,-.506,-.309
2021,3,4,-.33,-.36,-.313,-.318,-.273,-.152,-.289,-.567,-.586,-.316,-.322,-.348,-.294,-.323,-.28,-.216,-.296,-.498,-.505,-.309
2021,3,5,-.332,-.361,-.316,-.322,-.277,-.151,-.293,-.566,-.586,-.316,-.322,-.349,-.294,-.324,-.28,-.216,-.296,-.497,-.505,-.309
2021,3,6,-.321,-.359,-.293,-.311,-.264,-.138,-.293,-.566,-.585,-.301,-.322,-.35,-.293,-.323,-.279,-.215,-.295,-.497,-.505,-.309
2021,3,7,-.313,-.357,-.278,-.3,-.252,-.128,-.293,-.561,-.581,-.284,-.322,-.35,-.292,-.324,-.28,-.214,-.298,-.496,-.504,-.309
2021,3,8,-.302,-.352,-.254,-.291,-.244,-.127,-.279,-.563,-.579,-.27,-.322,-.351,-.292,-.323,-.28,-.214,-.297,-.496,-.503,-.309
2021,3,9,-.306,-.363,-.255,-.294,-.254,-.137,-.277,-.562,-.579,-.265,-.322,-.352,-.292,-.323,-.28,-.216,-.298,-.495,-.503,-.309
2021,3,10,-.309,-.361,-.265,-.296,-.246,-.136,-.279,-.562,-.578,-.258,-.324,-.352,-.295,-.325,-.281,-.217,-.299,-.495,-.503,-.31
2021,3,11,-.305,-.359,-.261,-.292,-.236,-.136,-.275,-.562,-.577,-.258,-.325,-.354,-.296,-.326,-.282,-.22,-.301,-.496,-.503,-.311
2021,3,12,-.302,-.359,-.255,-.287,-.228,-.135,-.275,-.559,-.573,-.254,-.326,-.354,-.297,-.328,-.284,-.22,-.302,-.496,-.503,-.312
2021,3,13,-.292,-.355,-.236,-.277,-.212,-.126,-.266,-.554,-.567,-.239,-.325,-.353,-.296,-.327,-.283,-.217,-.3,-.496,-.502,-.312
2021,3,14,-.288,-.354,-.229,-.273,-.209,-.115,-.254,-.555,-.568,-.236,-.325,-.353,-.295,-.326,-.283,-.215,-.297,-.496,-.503,-.312
2021,3,15,-.284,-.357,-.217,-.269,-.205,-.11,-.251,-.554,-.567,-.232,-.326,-.355,-.295,-.327,-.284,-.215,-.298,-.497,-.504,-.314
2021,3,16,-.275,-.353,-.197,-.26,-.19,-.0984,-.252,-.551,-.563,-.216,-.326,-.355,-.294,-.328,-.285,-.214,-.299,-.498,-.505,-.315
